,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
,,,,"{no:,english:__,vietnamese:__,pronoun:__},"
